floating_base_joint_x,floating_base_joint_y,floating_base_joint_z,floating_base_joint_qw,floating_base_joint_qx,floating_base_joint_qy,floating_base_joint_qz,left_hip_pitch_joint_q,left_hip_roll_joint_q,left_hip_yaw_joint_q,left_knee_joint_q,left_ankle_pitch_joint_q,left_ankle_roll_joint_q,right_hip_pitch_joint_q,right_hip_roll_joint_q,right_hip_yaw_joint_q,right_knee_joint_q,right_ankle_pitch_joint_q,right_ankle_roll_joint_q,floating_base_joint_vx,floating_base_joint_vy,floating_base_joint_vz,floating_base_joint_wx,floating_base_joint_wy,floating_base_joint_wz,left_hip_pitch_joint_dq,left_hip_roll_joint_dq,left_hip_yaw_joint_dq,left_knee_joint_dq,left_ankle_pitch_joint_dq,left_ankle_roll_joint_dq,right_hip_pitch_joint_dq,right_hip_roll_joint_dq,right_hip_yaw_joint_dq,right_knee_joint_dq,right_ankle_pitch_joint_dq,right_ankle_roll_joint_dq,floating_base_joint_acc_x,floating_base_joint_acc_y,floating_base_joint_acc_z,floating_base_joint_alpha_x,floating_base_joint_alpha_y,floating_base_joint_alpha_z,left_hip_pitch_joint_ddq,left_hip_roll_joint_ddq,left_hip_yaw_joint_ddq,left_knee_joint_ddq,left_ankle_pitch_joint_ddq,left_ankle_roll_joint_ddq,right_hip_pitch_joint_ddq,right_hip_roll_joint_ddq,right_hip_yaw_joint_ddq,right_knee_joint_ddq,right_ankle_pitch_joint_ddq,right_ankle_roll_joint_ddq,fallover
-0.003313304773679995,0.0006155712430733419,0.7940072869029811,0.9999698888715959,-0.0003410154316549189,0.0073269820753026245,-0.002533849299322451,-0.0680116217766133,-0.0011266001931803447,-0.0123302184905584,0.12518508087072686,-0.15037668228301468,-0.10696725931043466,-0.05557132199676348,-0.008501961647676954,-0.0040611286364280585,0.07508497119179507,-0.009922777924094303,0.23188899256886122,-0.22574252895661973,0.05036881666410374,0.13329124077846355,-0.10740983570717617,0.9919000264447112,-0.530344565264836,-4.506308853843056,0.1086975844582572,-0.4893134100930468,7.532974995703377,-7.319520419278233,-5.555032277617752,-3.6493259209742974,-0.4224884908111192,0.34161772625093384,4.48002095845728,-2.1107101452946715,11.743096159804594,-1.688077963516997,1.678309741386754,6.652134368581096,-12.707774202784684,4.554778373076457,-33.012786961575245,-11.793175930143052,39.42625974900365,68.60264930957587,-5.093091909562227,22.476371874893495,-44.204773533983435,-16.6212392756065,16.17937789777181,54.384164350097215,-17.066317793937444,9.709425594522772,-49.663813126609845,0.0
-0.008852903665798901,0.0003501060523716746,0.7957244526564751,0.9996156945662502,-0.008259952976190149,0.017174615783480666,-0.0201312922176966,-0.1206748513902778,0.032204056062131024,-0.03028187666063769,0.1870441975836026,-0.0815396817164641,-0.18484551596057877,-0.21267371799230422,0.012106726749159741,0.010527545883181964,0.3225126019249462,-0.07557846973388921,0.3415484468669362,-0.24899264339267807,-0.07183933504877103,0.030377348307808867,-1.3228115050021072,0.6349293346318573,-2.396342868707622,-0.8583953400663866,2.625457523844073,-3.077361402187804,0.780955211391447,2.7782231050949004,-2.904575524730489,-8.909952069948233,2.0581689050743504,-0.35911873258883487,14.466512082348824,-1.0841053829114973,1.019357529976927,7.503190650499436,-4.228459267862974,-6.036307648053541,-48.589552420948564,-59.391637248388115,-57.7385258575935,231.32625186610008,-21.091588551231986,-557.4025768129732,-214.53676612188508,-895.8940496817357,41.867485105182716,27.514764892530728,66.63292370119692,-206.42621878266897,-13.025890542765342,355.32565860938155,-266.3561383553073,0.0
-0.01288338085522997,-0.0006961219789710192,0.7951620494316256,0.9987247796176592,-0.02092692951826407,0.019763184696905595,-0.041476435830863835,-0.12163995735622786,0.09646585113229818,-0.05096265383741637,0.17503452087041285,-0.09799547633464571,-0.14817332520985155,-0.3705476971086465,0.059124522650172734,0.046659428477158815,0.5816919092562458,0.005944492614144632,0.3364940890814598,-0.1493575348572436,-0.06153809257412554,-0.07820809358470283,-1.258370833838476,-0.14128803800630813,-1.5504356105931412,0.22706847957365708,4.377437992179212,1.8650349413314247,-0.7483566521148102,2.2140625726457253,2.4540895861228926,-6.382841613794497,2.0636724144050733,1.118739235241447,10.787211845254982,5.6578584777152985,-0.6229567029045255,6.154787539125025,-3.792420589182333,-6.235173172245566,-20.00271307293792,-47.22695796333401,88.10960995454548,13.134189433532892,130.23737376381322,64.10105660094305,59.71058215684668,159.69136388540244,20.845923884605604,196.96217973664793,-20.385095369670637,-157.89635030882744,-271.5215300047068,-195.8319857314952,-6.793247866075665,0.0
-0.015519143182007386,-0.0006928759121642418,0.7930052724105717,0.9981396000643322,-0.02963210506288349,0.01792023971453137,-0.050181093466875,-0.12616374147591086,0.16743141705416933,0.02435295054099535,0.18134791453597418,-0.09220381638463551,-0.1172248824066587,-0.48667686943890454,0.06918599184404442,0.07079536694114935,0.7775623857713112,0.16480688141485422,0.3243127778572295,-0.09887630073022477,0.06151051644911178,-0.09973371797332292,-0.4588609505450494,-0.3252832311661319,-0.22094804024317077,-0.48166047235605636,1.870164087083189,2.590314688031498,1.226386678325379,-0.603658130498053,1.665257145882027,-4.759897071431363,-1.2992065956889816,0.9598069515097867,7.881243239863489,8.152635453461835,-0.5355041135023699,4.68893845094974,5.8503470762489584,2.0988189111101194,35.971059528688514,-18.919251821205208,72.65126246418714,-5.923755242410964,-197.1901103407654,-265.56699855707814,64.33798574362504,-71.79876596466758,21.946359784606955,142.9829109499137,-191.91580789314202,-12.92494917870989,-256.39303992020416,-118.91735434783953,11.486308185998428,0.0
-0.01614006127434693,0.0016081500291256802,0.7929007073454086,0.9983457797954298,-0.029560870781770436,0.013370168691224954,-0.047466803899633675,-0.1315387246313966,0.18689176893723547,0.07256017640864307,0.21252150810741308,-0.14640172268520932,-0.125214619567213,-0.5332343119008454,0.007199970343123216,0.0681361515372423,0.8121104928654743,0.32573368470628566,0.3170593038895444,0.016460097599508363,0.15544858377914733,0.047427097941956854,0.4090888938527396,-0.5493355344138142,0.517260311090283,0.0705100584142541,0.13929577620667657,1.8665400078240855,1.3480265574662453,-3.585862299075106,-1.1334167538628521,-0.9257275591709011,-4.043754950682141,-0.33391945405699097,-1.3482517861220842,6.576905734420689,-0.2544556013796038,4.585418020995401,3.8327460368462036,3.9012913666492497,39.702214477906,-7.369538305774186,20.77039807724341,44.95950491108293,-84.93992957080272,-51.060830390325236,-50.735588516783544,-55.17513572664053,-6.703528159569575,114.18122774127919,-64.41520992917165,19.788871296150962,-211.3127205767227,-189.44403461881944,9.654714686971987,0.0
-0.015350877408857017,0.004447642236535405,0.7944909689208851,0.998854914369293,-0.02536108869279003,0.007801402134207359,-0.039809714208577866,-0.1369545804730635,0.17506288895296257,0.07250002702090866,0.25882220395998656,-0.26028108684753587,-0.1455356413221093,-0.5293362494847101,-0.06577068856269801,0.06460275233574347,0.7374671260163426,0.43117298159308953,0.3158822373255228,0.059031890227572624,0.1262238916934386,0.08686809335390025,0.44912329485476804,-0.5719965886538069,0.804549253578422,-0.17182656907662952,-0.9008233835160548,-0.7243040799797017,2.253681036905623,-5.979864455656589,-0.8880819539526175,0.7194826296465701,-3.0888154742756835,0.14588684559713128,-4.371292845674937,3.9890645010456702,0.018121577578737565,1.9193471366135006,-2.1032493215798516,-0.31365521313386535,0.33811346462053826,-0.15778852432301438,-2.889882149052973,26.402236330331473,-14.905673837539013,-29.900160428471978,-45.258565512943335,35.82841572404136,15.422768409980241,28.773622261722046,74.84652626871885,45.41115438883709,16.270181424315126,-131.32041370181702,3.8810483204720714,0.0
-0.014084077367821751,0.006523620846491103,0.7961740835453927,0.9991018347947692,-0.02341316838151249,0.002225243510524261,-0.035247631798223704,-0.13507499168605253,0.15732923295747978,0.043071677612197184,0.29322358959115263,-0.3448663816928702,-0.17676479505608553,-0.5158178238369399,-0.10852968201990716,0.04731702415134639,0.6764372184601815,0.5084274338959841,0.3167556245869294,0.06260044293159611,0.08594183905779515,0.09061914533761234,-0.006447101122518943,-0.528919807141664,0.0681348935409167,0.3479713607481928,-0.627465950654606,-1.4500261911256196,1.2699655556175065,-3.4190875212086125,-1.4588207720226516,0.503635218332036,-1.10689572383127,-1.1222416985270434,-1.4424308146991696,3.1550183988446894,0.026954625853478062,0.013628375357913912,-1.4465901010619955,0.8781601987884207,-23.001926530908904,3.9497656159877548,-41.81165678617873,28.583514496870016,35.517552754821494,27.415138616355136,-48.64099304036567,64.83448881784604,30.587869376789985,-2.687331371524939,115.58215326598747,44.756985842214775,87.02139897262427,-57.676961305867,-4.458430382544269,0.0
-0.012487857141603591,0.008777143540857629,0.7975075184490387,0.9989337214839414,-0.024708773573707283,-0.004986501048454226,-0.038678565097744796,-0.12194495320721616,0.14251661300324872,0.007042267555475452,0.3151760109129337,-0.26551287114354105,-0.2157641163297874,-0.4975002486743043,-0.11677837823488132,0.03460166452402119,0.6553820243812736,0.5430657104866453,0.31591854570848843,0.09717215827150405,0.13597294515402272,0.032198852530146316,-0.1902830150032147,-0.8710773157618171,-0.7211499574927439,1.0035733663132995,-0.5968599594701313,-1.1962010484916754,1.4592104754951958,5.267459071108638,-1.9535486541940905,1.2604821319807529,0.07739113329230246,-0.20219763735232785,-0.8858531732516154,0.4633331867975624,-0.0681628747169249,1.5332961785151729,2.9467835667025866,-3.998692638955993,-9.844300612618934,-13.990117739490435,-42.48888297661174,45.129748651840046,19.86716617788632,88.74255970265523,32.85146350977817,-32.268917349496526,28.31915745746628,24.8982219963765,48.3493685514185,46.76044868349325,9.144250478586248,-91.52452657385933,-2.539960541743129,0.0
-0.011194169603666839,0.012814108152894311,0.7981588079929175,0.9985187747673078,-0.02663346115175421,-0.011541786583125279,-0.04601850004880315,-0.10858170742118489,0.1253078126647301,-0.02046147126706863,0.3476246139754272,-0.27549673727270724,-0.2550656363531474,-0.46830547265263317,-0.11696661675480031,0.03123158644214745,0.6234780818623672,0.5406425437960165,0.3123418241293813,0.03358189669868767,0.2544556085169467,0.032719969450334244,-0.15227141611046238,-0.432996033744625,-0.820162275788382,0.45589824634281206,-0.9064182293430784,-0.989791817464494,1.2606622191772545,-1.696021989573887,-1.7033981279001271,1.4356317186258556,-0.010165725956536809,-0.01178763511703141,-2.00938744835608,-0.35316560041551887,-0.2012952509295461,-3.832524355069696,5.784790324305887,-0.2715855821181486,2.710378915461477,25.481248511206775,-9.67530338200229,-24.940631268745005,1.9110513661009358,61.77269961016702,-53.818857614765264,-7.212973600774923,35.092515828539945,-16.093456581770113,1.431726169390326,21.232559657159193,-33.681990572470504,-10.807897393281284,1.3074991148601092,0.0
-0.011516666414243655,0.018055206253428057,0.7983198281695413,0.9979971650224001,-0.031166961170118693,-0.0133911594070212,-0.05339434416123545,-0.11266178865649407,0.1218396309320461,-0.028929782847375,0.3745728269301796,-0.23085667725628692,-0.2679298042096084,-0.44418899895985736,-0.10925801484492956,0.031645118244329216,0.5812746287016451,0.5350036262326103,0.30750442738892353,-0.05219086250487845,0.2722238321823764,-0.01766966889027361,-0.6680265564441563,-0.0072251831278983825,-0.6909629524745333,-0.6017514431585457,0.3112745737273774,-0.1607184087277339,1.25087301132902,2.865195268097009,-0.143227637035681,0.9952351793218017,0.6349120241276761,0.018235972173627355,-2.138833988088813,-0.22263045655626162,-0.22272332995829763,-3.654997917301203,1.4510337471067278,-3.275811976158571,-20.64462810474206,18.305557532335342,3.7789172357585734,-33.59076993555988,44.28707328468787,14.327223102123895,-27.394147595362146,-24.164034111382602,30.53167213930405,-25.268664717495962,21.772597170042243,-2.2091870594684613,1.7051691882851663,6.451539629033592,4.719645743709112,0.0
